product_id|quality|size|stock|current_price|regular_price|url
20072|Qualité A|110 cm|12|69.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-loisir/20072-551973-ski-occasion-junior-rossignol-hero-jr-2022-fixations.html#/3-etat_du_materiel-qualite_a/852-taille_skis-110_cm
20072|Qualité A|120 cm|13|69.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-loisir/20072-551974-ski-occasion-junior-rossignol-hero-jr-2022-fixations.html#/3-etat_du_materiel-qualite_a/862-taille_skis-120_cm
20072|Qualité A|130 cm|13|69.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-loisir/20072-551975-ski-occasion-junior-rossignol-hero-jr-2022-fixations.html#/3-etat_du_materiel-qualite_a/872-taille_skis-130_cm
18084|Qualité B|100 cm|7|29.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388201-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/842-taille_skis-100_cm
18084|Qualité B|110 cm|11|29.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388211-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/852-taille_skis-110_cm
18084|Qualité B|120 cm|8|29.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388221-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/862-taille_skis-120_cm
18084|Qualité B|128 cm|10|29.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388229-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/870-taille_skis-128_cm
18084|Qualité B|130 cm|4|29.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388231-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/872-taille_skis-130_cm
18084|Qualité B|131 cm|1|29.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388232-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/873-taille_skis-131_cm
18084|Qualité B|140 cm|10|29.0|29.0|https://freeglisse.com/fr/ski-occasion-junior-pas-cher/18084-388241-ski-occasion-junior-toutes-marques-a-29-fixations.html#/9-etat_du_materiel-qualite_b/882-taille_skis-140_cm
16958|Qualité A|70 cm|5|69.0||https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/16958-535186-ski-occasion-junior-dynastar-team-menace-fixations.html#/3-etat_du_materiel-qualite_a/812-taille_skis-70_cm
16958|Qualité A|80 cm|6|69.0||https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/16958-535187-ski-occasion-junior-dynastar-team-menace-fixations.html#/3-etat_du_materiel-qualite_a/822-taille_skis-80_cm
16958|Qualité A|92 cm|15|69.0||https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/16958-535188-ski-occasion-junior-dynastar-team-menace-fixations.html#/3-etat_du_materiel-qualite_a/834-taille_skis-92_cm
16958|Qualité A|110 cm|5|69.0||https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/16958-535189-ski-occasion-junior-dynastar-team-menace-fixations.html#/3-etat_du_materiel-qualite_a/852-taille_skis-110_cm
16958|Qualité A|116 cm|1|69.0||https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/16958-535190-ski-occasion-junior-dynastar-team-menace-fixations.html#/3-etat_du_materiel-qualite_a/858-taille_skis-116_cm
16958|Qualité A|122 cm|2|69.0||https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/16958-535191-ski-occasion-junior-dynastar-team-menace-fixations.html#/3-etat_du_materiel-qualite_a/864-taille_skis-122_cm
16958|Qualité B|80 cm|3|49.0||https://freeglisse.com/fr/ski-occasion-junior-freeride-freestyle/16958-535194-ski-occasion-junior-dynastar-team-menace-fixations.html#/9-etat_du_materiel-qualite_b/822-taille_skis-80_cm
16949|Qualité A|70 cm|4|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/16949-543945-ski-occasion-junior-rossignol-experience-pro-fixations.html#/3-etat_du_materiel-qualite_a/812-taille_skis-70_cm
16949|Qualité A|80 cm|23|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/16949-543946-ski-occasion-junior-rossignol-experience-pro-fixations.html#/3-etat_du_materiel-qualite_a/822-taille_skis-80_cm
16949|Qualité A|92 cm|9|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/16949-543947-ski-occasion-junior-rossignol-experience-pro-fixations.html#/3-etat_du_materiel-qualite_a/834-taille_skis-92_cm
16949|Qualité A|116 cm|3|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/16949-543950-ski-occasion-junior-rossignol-experience-pro-fixations.html#/3-etat_du_materiel-qualite_a/858-taille_skis-116_cm
19989|Qualité A|116 cm|33|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/19989-553264-ski-occasion-junior-rossignol-frozen-fixations.html#/3-etat_du_materiel-qualite_a/858-taille_skis-116_cm
19989|Qualité A|122 cm|5|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/19989-553266-ski-occasion-junior-rossignol-frozen-fixations.html#/3-etat_du_materiel-qualite_a/864-taille_skis-122_cm
19687|Qualité A|80 cm|4|79.0||https://freeglisse.com/fr/ski-occasion-junior-performance/19687-549342-ski-occasion-junior-volkl-racetiger-fixations.html#/3-etat_du_materiel-qualite_a/822-taille_skis-80_cm
19687|Qualité A|90 cm|4|79.0||https://freeglisse.com/fr/ski-occasion-junior-performance/19687-549344-ski-occasion-junior-volkl-racetiger-fixations.html#/3-etat_du_materiel-qualite_a/832-taille_skis-90_cm
19687|Qualité B|90 cm|2|59.0||https://freeglisse.com/fr/ski-occasion-junior-performance/19687-549345-ski-occasion-junior-volkl-racetiger-fixations.html#/9-etat_du_materiel-qualite_b/832-taille_skis-90_cm
18974|Qualité C|150 cm|8|25.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/18974-434106-ski-de-fond-occasion-rossignol-lts-junior-fixation-sns-profil.html#/892-taille_skis-150_cm/1768-etat_du_materiel-qualite_c
18974|Qualité C|160 cm|10|25.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/18974-434107-ski-de-fond-occasion-rossignol-lts-junior-fixation-sns-profil.html#/902-taille_skis-160_cm/1768-etat_du_materiel-qualite_c
18974|Qualité C|170 cm|11|25.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/18974-434108-ski-de-fond-occasion-rossignol-lts-junior-fixation-sns-profil.html#/912-taille_skis-170_cm/1768-etat_du_materiel-qualite_c
18451|Qualité A|110 cm|9|119.0||https://freeglisse.com/fr/ski-occasion-junior-performance/18451-536507-ski-occasion-junior-rossignol-hero-multi-event-junior-pro-fixations.html#/3-etat_du_materiel-qualite_a/852-taille_skis-110_cm
18451|Qualité B|110 cm|2|79.0||https://freeglisse.com/fr/ski-occasion-junior-performance/18451-536513-ski-occasion-junior-rossignol-hero-multi-event-junior-pro-fixations.html#/9-etat_du_materiel-qualite_b/852-taille_skis-110_cm
19983|Qualité A|80 cm|1|69.0||https://freeglisse.com/fr/ski-occasion-junior-performance/19983-552558-ski-occasion-junior-salomon-s-race-jr-fixations.html#/3-etat_du_materiel-qualite_a/822-taille_skis-80_cm
19983|Qualité A|100 cm|1|69.0||https://freeglisse.com/fr/ski-occasion-junior-performance/19983-552564-ski-occasion-junior-salomon-s-race-jr-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm
19983|Qualité C|100 cm|6|39.0||https://freeglisse.com/fr/ski-occasion-junior-performance/19983-552566-ski-occasion-junior-salomon-s-race-jr-fixations.html#/842-taille_skis-100_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|159 cm|2|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299218-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/901-taille_skis-159_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|161 cm|2|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299220-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/903-taille_skis-161_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|162 cm|7|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299221-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/904-taille_skis-162_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|163 cm|3|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299222-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/905-taille_skis-163_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|164 cm|1|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299223-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/906-taille_skis-164_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|165 cm|3|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299224-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/907-taille_skis-165_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|167 cm|3|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299226-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/909-taille_skis-167_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|170 cm|2|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299229-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/912-taille_skis-170_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|171 cm|1|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299230-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/913-taille_skis-171_cm/1768-etat_du_materiel-qualite_c
16352|Qualité C|172 cm|1|29.0||https://freeglisse.com/fr/ski-occasion-femme-pas-cher/16352-299231-ski-occasion-femme-toutes-marques-tous-modeles-a-29-fixations.html#/914-taille_skis-172_cm/1768-etat_du_materiel-qualite_c
18997|Qualité A|176 cm|8|89.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-pilot/18997-435956-ski-de-fond-occasion-rossignol-zymax-cl-fixation-sns-pilot.html#/3-etat_du_materiel-qualite_a/918-taille_skis-176_cm
18997|Qualité A|186 cm|8|89.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-pilot/18997-435957-ski-de-fond-occasion-rossignol-zymax-cl-fixation-sns-pilot.html#/3-etat_du_materiel-qualite_a/928-taille_skis-186_cm
18997|Qualité A|196 cm|9|89.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-pilot/18997-435958-ski-de-fond-occasion-rossignol-zymax-cl-fixation-sns-pilot.html#/3-etat_du_materiel-qualite_a/938-taille_skis-196_cm
18919|Qualité A|167 cm|8|399.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/18919-431309-ski-occasion-rossignol-hero-elite-lt-ti-2024-fixations.html#/3-etat_du_materiel-qualite_a/909-taille_skis-167_cm
18919|Qualité A|172 cm|8|399.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/18919-431310-ski-occasion-rossignol-hero-elite-lt-ti-2024-fixations.html#/3-etat_du_materiel-qualite_a/914-taille_skis-172_cm
18919|Qualité A|177 cm|4|399.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/18919-431311-ski-occasion-rossignol-hero-elite-lt-ti-2024-fixations.html#/3-etat_du_materiel-qualite_a/919-taille_skis-177_cm
18919|Qualité B|177 cm|2|369.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/18919-554475-ski-occasion-rossignol-hero-elite-lt-ti-2024-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm
15483|Qualité C|140 cm|10|9.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15483-167626-ski-de-fond-occasion-toutes-marques-fixation-vieux-sns.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c
15483|Qualité C|150 cm|10|9.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15483-167636-ski-de-fond-occasion-toutes-marques-fixation-vieux-sns.html#/892-taille_skis-150_cm/1768-etat_du_materiel-qualite_c
16086|Qualité B|178 cm|6|45.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/16086-560687-ski-de-fond-occasion-rossignol-x-tour-fixation-sns-profil.html#/9-etat_du_materiel-qualite_b/920-taille_skis-178_cm
16086|Qualité B|188 cm|13|45.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/16086-560688-ski-de-fond-occasion-rossignol-x-tour-fixation-sns-profil.html#/9-etat_du_materiel-qualite_b/930-taille_skis-188_cm
16974|Qualité A|110 cm|5|89.0||https://freeglisse.com/fr/ski-occasion-junior-performance/16974-514017-ski-occasion-junior-volkl-racetiger-gs-fixations.html#/3-etat_du_materiel-qualite_a/852-taille_skis-110_cm
16974|Qualité B|110 cm|5|79.0||https://freeglisse.com/fr/ski-occasion-junior-performance/16974-514022-ski-occasion-junior-volkl-racetiger-gs-fixations.html#/9-etat_du_materiel-qualite_b/852-taille_skis-110_cm
14601|Qualité B|177 cm|5|119.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/14601-146437-ski-occasion-rossignol-react-6-hp-fixations.html#/9-etat_du_materiel-qualite_b/919-taille_skis-177_cm
14601|Qualité C|177 cm|4|89.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/14601-520569-ski-occasion-rossignol-react-6-hp-fixations.html#/919-taille_skis-177_cm/1768-etat_du_materiel-qualite_c
15468|Qualité C|140 cm|4|15.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165924-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/882-taille_skis-140_cm/1768-etat_du_materiel-qualite_c
15468|Qualité C|160 cm|13|15.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165944-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/902-taille_skis-160_cm/1768-etat_du_materiel-qualite_c
15468|Qualité C|170 cm|1|15.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/15468-165954-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/912-taille_skis-170_cm/1768-etat_du_materiel-qualite_c
16753|Qualité B|157 cm|6|119.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/16753-399062-ski-occasion-fischer-rc-one-77-xtr-fixation.html#/9-etat_du_materiel-qualite_b/899-taille_skis-157_cm
16753|Qualité B|164 cm|2|119.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/16753-274874-ski-occasion-fischer-rc-one-77-xtr-fixation.html#/9-etat_du_materiel-qualite_b/906-taille_skis-164_cm
16753|Qualité B|171 cm|10|119.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/16753-274876-ski-occasion-fischer-rc-one-77-xtr-fixation.html#/9-etat_du_materiel-qualite_b/913-taille_skis-171_cm
19384|Qualité A|144 cm|1|149.0||https://freeglisse.com/fr/ski-occasion-adulte-loisir/19384-534180-ski-occasion-volkl-deacon-72-fixations.html#/3-etat_du_materiel-qualite_a/886-taille_skis-144_cm
19384|Qualité A|151 cm|1|149.0||https://freeglisse.com/fr/ski-occasion-adulte-loisir/19384-534183-ski-occasion-volkl-deacon-72-fixations.html#/3-etat_du_materiel-qualite_a/893-taille_skis-151_cm
19384|Qualité A|158 cm|3|149.0||https://freeglisse.com/fr/ski-occasion-adulte-loisir/19384-534186-ski-occasion-volkl-deacon-72-fixations.html#/3-etat_du_materiel-qualite_a/900-taille_skis-158_cm
19384|Qualité B|144 cm|1|129.0||https://freeglisse.com/fr/ski-occasion-adulte-loisir/19384-534181-ski-occasion-volkl-deacon-72-fixations.html#/9-etat_du_materiel-qualite_b/886-taille_skis-144_cm
19384|Qualité B|158 cm|1|129.0||https://freeglisse.com/fr/ski-occasion-adulte-loisir/19384-534187-ski-occasion-volkl-deacon-72-fixations.html#/9-etat_du_materiel-qualite_b/900-taille_skis-158_cm
18999|Qualité C|170 cm|3|19.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/18999-436272-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/912-taille_skis-170_cm/1768-etat_du_materiel-qualite_c
18999|Qualité C|180 cm|4|19.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/18999-436282-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/922-taille_skis-180_cm/1768-etat_du_materiel-qualite_c
18999|Qualité C|190 cm|10|19.0||https://freeglisse.com/fr/ski-de-fond-occasion-alternatif-sns-profil/18999-436292-ski-de-fond-occasion-toutes-marques-fixation-sns-profil.html#/932-taille_skis-190_cm/1768-etat_du_materiel-qualite_c
17235|Qualité A|150 cm|3|169.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/17235-513843-ski-occasion-fischer-rc4-the-curv-xtr-fixations.html#/3-etat_du_materiel-qualite_a/892-taille_skis-150_cm
17235|Qualité A|157 cm|4|169.0||https://freeglisse.com/fr/ski-occasion-adulte-performance/17235-513846-ski-occasion-fischer-rc4-the-curv-xtr-fixations.html#/3-etat_du_materiel-qualite_a/899-taille_skis-157_cm
12520|Qualité A|100 cm|1|69.0||https://freeglisse.com/fr/ski-occasion-junior-performance/12520-533873-ski-occasion-junior-volkl-racetiger-gs-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm
12520|Qualité A|130 cm|7|69.0||https://freeglisse.com/fr/ski-occasion-junior-performance/12520-533875-ski-occasion-junior-volkl-racetiger-gs-fixations.html#/3-etat_du_materiel-qualite_a/872-taille_skis-130_cm
12520|Qualité B|130 cm|7|59.0||https://freeglisse.com/fr/ski-occasion-junior-performance/12520-533879-ski-occasion-junior-volkl-racetiger-gs-fixations.html#/9-etat_du_materiel-qualite_b/872-taille_skis-130_cm
12520|Qualité C|130 cm|2|49.0||https://freeglisse.com/fr/ski-occasion-junior-performance/12520-533882-ski-occasion-junior-volkl-racetiger-gs-fixations.html#/872-taille_skis-130_cm/1768-etat_du_materiel-qualite_c
14250|Qualité A|100 cm|3|69.0||https://freeglisse.com/fr/ski-occasion-junior-performance/14250-514641-ski-occasion-junior-volkl-racetiger-sl-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm
14250|Qualité A|110 cm|1|69.0||https://freeglisse.com/fr/ski-occasion-junior-performance/14250-514642-ski-occasion-junior-volkl-racetiger-sl-fixations.html#/3-etat_du_materiel-qualite_a/852-taille_skis-110_cm
14250|Qualité B|100 cm|1|59.0||https://freeglisse.com/fr/ski-occasion-junior-performance/14250-514644-ski-occasion-junior-volkl-racetiger-sl-fixations.html#/9-etat_du_materiel-qualite_b/842-taille_skis-100_cm
14250|Qualité B|110 cm|3|59.0||https://freeglisse.com/fr/ski-occasion-junior-performance/14250-514645-ski-occasion-junior-volkl-racetiger-sl-fixations.html#/9-etat_du_materiel-qualite_b/852-taille_skis-110_cm
18890|Qualité A|142 cm|1|169.0||https://freeglisse.com/fr/ski-occasion-femme-loisir/18890-430527-ski-occasion-rossignol-nova-6-fixations.html#/3-etat_du_materiel-qualite_a/884-taille_skis-142_cm
14533|Qualité A|100 cm|4|59.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536945-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/842-taille_skis-100_cm
14533|Qualité A|130 cm|4|59.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-536948-ski-occasion-junior-dynastar-team-speed-fixations.html#/3-etat_du_materiel-qualite_a/872-taille_skis-130_cm
14533|Qualité B|130 cm|7|59.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/14533-537294-ski-occasion-junior-dynastar-team-speed-fixations.html#/9-etat_du_materiel-qualite_b/872-taille_skis-130_cm
14324|Qualité B|110 cm|2|69.0||https://freeglisse.com/fr/ski-occasion-junior-performance/14324-502341-ski-occasion-junior-rossignol-hero-junior-pro-multi-event-fixations.html#/9-etat_du_materiel-qualite_b/852-taille_skis-110_cm
14324|Qualité B|120 cm|2|69.0||https://freeglisse.com/fr/ski-occasion-junior-performance/14324-502342-ski-occasion-junior-rossignol-hero-junior-pro-multi-event-fixations.html#/9-etat_du_materiel-qualite_b/862-taille_skis-120_cm
14324|Qualité B|130 cm|11|69.0||https://freeglisse.com/fr/ski-occasion-junior-performance/14324-502343-ski-occasion-junior-rossignol-hero-junior-pro-multi-event-fixations.html#/9-etat_du_materiel-qualite_b/872-taille_skis-130_cm
20220|Qualité A|126 cm|2|59.0||https://freeglisse.com/fr/ski-de-fond-occasion-skating-nnn/20220-580625-ski-de-fond-occasion-junior-salomon-equipe-jr-fixation-nnn.html#/3-etat_du_materiel-qualite_a/868-taille_skis-126_cm
20220|Qualité A|136 cm|7|59.0||https://freeglisse.com/fr/ski-de-fond-occasion-skating-nnn/20220-580627-ski-de-fond-occasion-junior-salomon-equipe-jr-fixation-nnn.html#/3-etat_du_materiel-qualite_a/878-taille_skis-136_cm
20220|Qualité A|146 cm|4|59.0||https://freeglisse.com/fr/ski-de-fond-occasion-skating-nnn/20220-580629-ski-de-fond-occasion-junior-salomon-equipe-jr-fixation-nnn.html#/3-etat_du_materiel-qualite_a/888-taille_skis-146_cm
20220|Qualité A|156 cm|1|59.0||https://freeglisse.com/fr/ski-de-fond-occasion-skating-nnn/20220-580631-ski-de-fond-occasion-junior-salomon-equipe-jr-fixation-nnn.html#/3-etat_du_materiel-qualite_a/898-taille_skis-156_cm
20220|Qualité B|156 cm|1|49.0||https://freeglisse.com/fr/ski-de-fond-occasion-skating-nnn/20220-580632-ski-de-fond-occasion-junior-salomon-equipe-jr-fixation-nnn.html#/9-etat_du_materiel-qualite_b/898-taille_skis-156_cm
14147|Qualité A|70 cm|1|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/14147-543650-ski-occasion-junior-salomon-qst-lux-jr-fixations.html#/3-etat_du_materiel-qualite_a/812-taille_skis-70_cm
14147|Qualité A|80 cm|4|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/14147-543651-ski-occasion-junior-salomon-qst-lux-jr-fixations.html#/3-etat_du_materiel-qualite_a/822-taille_skis-80_cm
14147|Qualité A|110 cm|6|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/14147-578329-ski-occasion-junior-salomon-qst-lux-jr-fixations.html#/3-etat_du_materiel-qualite_a/852-taille_skis-110_cm
14147|Qualité A|120 cm|2|69.0||https://freeglisse.com/fr/ski-occasion-junior-loisir/14147-543654-ski-occasion-junior-salomon-qst-lux-jr-fixations.html#/3-etat_du_materiel-qualite_a/862-taille_skis-120_cm
15968|Qualité A|145 cm|2|249.0||https://freeglisse.com/fr/ski-occasion-femme-performance/15968-186979-ski-occasion-fischer-brilliant-my-turn-fixations.html#/3-etat_du_materiel-qualite_a/887-taille_skis-145_cm
15968|Qualité A|150 cm|3|249.0||https://freeglisse.com/fr/ski-occasion-femme-performance/15968-186980-ski-occasion-fischer-brilliant-my-turn-fixations.html#/3-etat_du_materiel-qualite_a/892-taille_skis-150_cm
15968|Qualité A|155 cm|3|249.0||https://freeglisse.com/fr/ski-occasion-femme-performance/15968-417051-ski-occasion-fischer-brilliant-my-turn-fixations.html#/3-etat_du_materiel-qualite_a/897-taille_skis-155_cm
15968|Qualité A|160 cm|2|249.0||https://freeglisse.com/fr/ski-occasion-femme-performance/15968-296872-ski-occasion-fischer-brilliant-my-turn-fixations.html#/3-etat_du_materiel-qualite_a/902-taille_skis-160_cm
15968|Qualité B|145 cm|1|219.0||https://freeglisse.com/fr/ski-occasion-femme-performance/15968-417052-ski-occasion-fischer-brilliant-my-turn-fixations.html#/9-etat_du_materiel-qualite_b/887-taille_skis-145_cm
15968|Qualité B|150 cm|2|219.0||https://freeglisse.com/fr/ski-occasion-femme-performance/15968-417053-ski-occasion-fischer-brilliant-my-turn-fixations.html#/9-etat_du_materiel-qualite_b/892-taille_skis-150_cm
